,sofifa_id,age,height_cm,weight_kg,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,release_clause_eur,team_position,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,best_pos
13790,142333,38,188,79,62,62,30000,1000,1,1,2,1,8,3,47000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,16,12,12,36,14,12,19,12,23,23,34,34,48,58,42,41,43,31,49,15,37,16,12,35,22,50,10,10,14,62,62,54,61,63,5
13791,149697,35,185,86,62,62,90000,1000,0,1,3,2,3,9,140000.0,29,36.0,34.0,45.0,42.0,59.0,73.0,41,35,61,52,26,38,32,31,46,45,37,36,39,55,49,45,71,61,82,26,65,59,30,45,34,54,56,62,57,9,9,16,16,14,0
13792,150995,33,188,84,62,62,140000,1000,1,1,2,2,8,6,294000.0,22,68.0,37.0,52.0,50.0,65.0,63.0,60,30,62,54,36,47,27,48,50,49,67,68,60,56,53,58,57,48,75,35,55,65,29,51,40,53,70,62,63,10,13,8,11,9,1
13793,152523,33,193,87,62,62,160000,2000,1,1,2,1,8,6,280000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,13,16,14,27,14,11,16,11,32,18,39,29,42,60,45,44,65,36,68,16,28,15,11,48,23,54,13,13,15,62,60,58,61,64,5
13794,154729,35,184,78,62,62,90000,1000,1,1,2,2,8,6,122000.0,29,68.0,41.0,61.0,60.0,61.0,60.0,67,33,51,63,41,57,49,61,64,62,66,69,62,61,63,50,81,34,70,54,63,63,44,51,27,56,61,64,61,10,12,10,6,10,1
13795,155041,35,178,78,62,62,140000,1000,1,1,3,2,2,6,245000.0,29,69.0,61.0,55.0,61.0,35.0,66.0,58,62,58,55,58,59,56,52,48,60,69,69,70,59,72,62,69,66,67,58,64,32,61,57,64,59,34,33,25,15,8,16,16,12,3
13796,155977,33,191,83,62,62,140000,1000,1,1,2,2,5,6,245000.0,19,33.0,29.0,39.0,36.0,60.0,73.0,20,23,63,54,33,28,22,37,44,48,31,34,30,60,36,43,46,59,82,22,73,59,24,35,46,63,60,60,59,14,13,16,14,15,0
13797,158305,34,187,80,62,62,110000,3000,1,1,4,2,6,6,171000.0,29,51.0,56.0,58.0,58.0,60.0,67.0,59,51,64,57,52,58,63,57,62,55,63,42,63,57,67,66,66,52,75,61,67,57,53,56,46,65,60,61,60,8,16,7,14,14,0
13798,159578,35,185,80,62,62,140000,3000,1,1,3,2,8,6,245000.0,25,59.0,58.0,47.0,59.0,28.0,75.0,43,57,61,47,55,58,44,29,42,61,59,59,61,67,52,61,70,67,79,54,74,27,68,58,64,64,19,31,16,14,15,16,10,7,3
13799,159599,33,183,72,62,62,140000,3000,1,1,4,2,2,3,245000.0,27,71.0,36.0,53.0,57.0,59.0,72.0,57,25,58,55,34,56,48,40,53,54,72,71,66,58,65,54,70,76,71,35,72,58,54,50,41,57,59,60,59,9,8,9,7,7,2
13800,161841,34,178,75,62,62,110000,2000,1,1,2,2,8,6,160000.0,29,65.0,30.0,54.0,54.0,59.0,66.0,60,24,59,59,29,49,39,26,44,59,65,65,56,66,63,48,67,64,67,25,65,59,39,55,29,57,55,62,62,11,16,12,8,13,1
13801,163135,33,187,84,62,62,160000,3000,1,1,2,1,8,6,200000.0,22,0.0,0.0,0.0,0.0,0.0,0.0,12,13,11,15,17,14,12,13,28,19,51,53,62,55,65,44,72,30,64,12,38,25,15,51,22,56,26,12,14,62,60,58,62,64,5
13802,163768,36,180,78,62,62,100000,2000,0,1,2,2,6,3,175000.0,29,56.0,55.0,63.0,58.0,59.0,70.0,66,44,55,58,59,54,70,74,67,62,55,56,66,55,67,65,73,73,71,65,65,54,60,63,66,55,60,60,62,7,15,6,13,13,6
13803,164647,32,186,79,62,62,190000,1000,1,1,3,2,5,6,238000.0,19,56.0,39.0,49.0,47.0,59.0,68.0,44,25,61,56,37,41,38,45,52,51,51,60,55,56,59,60,79,59,73,52,66,60,34,45,39,48,57,59,57,6,16,16,6,14,0
13804,166117,33,186,86,62,62,160000,3000,1,1,2,1,8,6,280000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,15,13,11,39,13,15,14,11,41,34,55,58,59,61,54,44,69,30,70,15,39,26,11,35,29,59,15,13,15,61,61,58,62,60,5
13805,167497,30,193,92,62,62,290000,1000,1,1,3,2,8,6,363000.0,29,40.0,59.0,61.0,58.0,57.0,76.0,55,57,66,64,58,59,57,53,59,62,36,43,54,63,35,61,79,57,92,60,60,59,63,64,60,61,57,55,53,13,13,8,12,12,3
13806,169489,32,183,78,62,62,230000,3000,0,1,3,2,8,6,403000.0,29,37.0,57.0,65.0,58.0,50.0,68.0,63,52,49,65,50,54,65,65,63,61,39,35,66,59,61,62,79,67,72,61,54,55,59,66,64,59,40,55,55,12,7,10,9,6,6
13807,170072,30,174,64,62,62,290000,2000,1,1,2,2,0,3,508000.0,29,76.0,61.0,49.0,61.0,38.0,66.0,41,62,52,56,56,60,43,35,40,58,78,74,72,56,66,64,64,70,69,57,53,45,62,56,59,60,34,36,30,11,14,13,7,6,3
13808,170114,31,188,74,62,62,270000,2000,1,1,3,2,8,6,473000.0,29,57.0,60.0,45.0,62.0,31.0,69.0,24,62,65,54,56,61,63,64,39,64,63,52,70,49,54,66,70,70,73,51,59,19,61,44,65,60,30,29,30,8,8,7,6,16,3
13809,171677,32,190,80,62,62,180000,3000,1,1,3,1,8,6,360000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,14,15,15,16,14,14,12,14,17,13,46,41,61,45,52,47,51,38,51,14,35,23,15,38,18,43,29,15,14,62,58,63,59,73,5
13810,171982,32,188,82,62,62,240000,1000,0,1,3,2,0,6,420000.0,29,69.0,57.0,53.0,56.0,46.0,81.0,50,56,68,56,44,48,58,25,50,65,66,72,60,61,69,65,84,81,82,53,77,45,57,58,61,57,48,38,41,15,6,10,10,12,3
13811,172573,32,173,68,62,62,190000,3000,1,1,4,2,8,3,238000.0,29,65.0,53.0,60.0,61.0,59.0,66.0,64,52,54,61,49,59,57,53,58,60,66,64,65,62,68,59,68,70,63,51,67,61,59,58,49,61,60,58,59,7,6,11,10,12,1
13812,172870,32,190,79,62,62,180000,2000,1,1,3,1,8,6,261000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,11,11,11,15,15,11,13,13,13,25,26,35,27,57,53,40,52,38,57,13,16,19,12,35,22,35,8,18,11,59,63,53,63,61,5
13813,176301,34,182,75,62,62,150000,2000,1,1,3,3,8,6,188000.0,29,39.0,62.0,63.0,63.0,61.0,57.0,57,61,63,65,55,63,62,63,64,63,37,40,61,60,63,64,78,34,62,62,67,63,62,63,65,65,62,59,60,13,12,7,16,11,6
13814,176803,32,173,75,62,62,190000,1000,1,1,4,2,8,6,238000.0,29,66.0,32.0,51.0,50.0,61.0,67.0,51,27,58,56,38,45,44,35,54,48,65,67,64,58,70,32,73,76,61,39,68,62,36,48,33,60,58,64,61,12,12,7,10,16,0
13815,176839,33,181,75,62,62,140000,1000,1,1,4,2,8,6,175000.0,29,74.0,43.0,53.0,58.0,57.0,69.0,59,36,42,56,36,54,45,35,57,59,72,75,69,60,65,60,58,66,67,41,79,56,42,43,54,51,58,60,61,7,7,7,6,13,2
13816,177725,32,174,71,62,62,240000,1000,1,1,3,2,8,6,420000.0,29,77.0,58.0,60.0,60.0,38.0,53.0,58,53,51,63,59,62,48,64,55,56,73,81,64,52,73,64,65,58,49,62,53,31,59,61,60,55,27,46,44,10,13,15,13,10,7
13817,179055,30,186,78,62,62,240000,1000,0,1,2,2,6,6,324000.0,8,72.0,51.0,54.0,54.0,59.0,76.0,51,48,60,59,22,52,58,50,57,52,71,72,66,58,63,68,70,83,75,54,71,61,40,46,47,46,56,60,59,7,10,13,16,11,1
13818,180440,31,180,81,62,62,230000,1000,1,1,3,2,8,6,311000.0,9,49.0,47.0,50.0,57.0,59.0,68.0,54,50,58,57,31,54,31,28,54,58,57,43,64,60,57,56,84,59,71,33,67,61,54,40,46,56,56,60,60,9,10,6,15,16,0
13819,182360,37,187,80,62,62,60000,2000,0,1,2,2,5,3,93000.0,22,39.0,54.0,58.0,51.0,62.0,57.0,57,48,65,62,55,48,57,48,60,60,44,34,36,57,52,58,60,34,65,60,64,60,50,54,63,61,68,60,55,6,7,12,14,6,0
13820,182423,31,188,80,62,62,230000,2000,1,1,2,2,5,6,357000.0,19,50.0,37.0,43.0,53.0,59.0,71.0,44,38,48,50,41,51,29,31,49,54,47,52,54,57,57,33,69,66,73,42,73,60,40,31,26,62,62,60,60,7,8,15,13,15,0
13821,182470,34,195,87,62,62,130000,2000,1,1,1,1,8,6,202000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,27,8,7,31,4,8,40,37,31,32,30,26,38,60,63,50,69,44,66,10,37,12,12,36,37,57,17,22,22,61,61,66,60,63,5
13822,182681,31,180,73,62,62,220000,2000,0,1,2,2,2,6,385000.0,8,75.0,57.0,57.0,64.0,56.0,72.0,61,54,48,62,55,64,53,54,52,61,76,74,74,52,64,70,78,75,80,54,49,54,54,49,52,47,58,58,56,15,6,11,15,11,1
13823,183025,33,188,78,62,62,190000,1000,1,1,3,2,0,6,238000.0,25,70.0,59.0,45.0,55.0,43.0,86.0,48,58,61,48,36,52,38,29,37,61,68,72,65,60,32,66,83,84,85,58,90,48,63,49,64,56,29,49,39,16,15,11,16,16,3
13824,183233,35,170,66,62,62,130000,1000,1,1,3,3,2,6,176000.0,24,74.0,54.0,60.0,61.0,35.0,57.0,54,54,40,62,40,61,55,42,61,57,71,77,71,50,72,53,70,71,58,57,33,49,62,67,46,61,34,28,25,9,6,8,11,10,7
13825,183530,32,184,78,62,62,230000,2000,1,1,3,2,8,9,403000.0,29,64.0,61.0,61.0,61.0,55.0,68.0,60,58,63,65,61,57,56,58,63,62,69,59,72,63,63,68,63,71,72,63,53,48,61,57,54,59,55,58,55,13,14,8,6,7,6
13826,183549,29,188,83,62,62,220000,1000,1,1,2,1,8,6,385000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,12,15,12,25,15,14,12,13,33,16,40,40,39,54,37,46,57,22,52,16,26,14,8,26,13,43,25,12,13,63,62,61,58,64,5
13827,183780,30,186,75,62,62,250000,3000,1,1,3,2,8,6,438000.0,19,46.0,30.0,41.0,37.0,61.0,72.0,21,27,64,52,20,22,19,24,57,47,55,39,60,59,51,44,75,76,77,30,56,60,24,40,21,59,59,64,60,12,16,9,15,14,0
13828,184013,32,180,79,62,62,230000,2000,1,1,3,2,8,9,403000.0,11,56.0,46.0,57.0,61.0,64.0,81.0,53,45,55,62,52,57,44,31,59,61,52,59,76,64,66,49,68,79,85,41,79,67,54,61,41,59,64,65,62,11,14,10,14,16,6
13829,184042,30,172,64,62,62,290000,3000,0,1,4,3,8,3,508000.0,29,78.0,55.0,57.0,67.0,27.0,48.0,55,53,28,57,54,66,68,64,54,61,79,77,88,56,73,59,59,58,51,58,26,20,54,57,53,59,24,35,25,14,11,8,9,14,7
13830,184714,32,184,81,62,62,240000,2000,1,1,4,2,0,6,420000.0,26,80.0,60.0,51.0,60.0,40.0,69.0,51,61,54,51,56,59,49,51,49,56,78,82,75,57,70,62,58,77,72,57,55,39,62,54,65,56,53,26,31,16,11,16,6,11,3
13831,184980,30,177,73,62,62,240000,1000,0,1,3,3,0,3,372000.0,13,69.0,52.0,57.0,58.0,57.0,70.0,62,53,58,60,53,56,58,29,55,57,70,68,73,53,61,55,81,85,60,45,75,53,61,57,41,57,57,58,57,11,15,8,16,10,2
13832,185388,35,189,87,62,62,130000,1000,1,1,3,2,0,6,163000.0,3,41.0,57.0,56.0,60.0,46.0,79.0,44,63,61,64,43,56,47,42,60,69,43,40,65,60,45,64,81,66,83,36,86,55,67,58,68,62,23,56,54,7,6,16,9,16,6
13833,186229,30,180,75,62,62,290000,3000,1,1,3,3,2,3,450000.0,29,73.0,56.0,54.0,64.0,50.0,66.0,53,56,53,56,58,66,48,49,50,60,75,72,70,60,62,58,63,68,65,60,68,52,62,59,33,60,58,43,42,13,12,13,6,16,7
13834,186230,30,184,75,62,62,280000,3000,1,1,3,2,7,6,434000.0,5,63.0,47.0,57.0,63.0,61.0,76.0,49,48,54,58,39,63,55,59,52,62,58,67,66,65,64,43,59,76,81,49,69,63,61,65,47,61,59,65,60,11,15,15,15,13,6
13835,186488,36,193,88,62,62,50000,2000,1,1,1,1,8,6,78000.0,22,0.0,0.0,0.0,0.0,0.0,0.0,22,11,5,24,8,6,24,15,33,14,30,34,32,64,55,44,58,44,45,12,25,17,12,47,23,52,13,5,8,62,55,58,62,65,5
13836,186536,29,191,86,62,62,250000,2000,0,1,2,3,1,6,375000.0,29,66.0,60.0,61.0,64.0,59.0,71.0,59,54,66,62,61,63,72,64,64,63,63,68,75,61,57,80,64,68,74,54,68,59,58,57,65,61,61,55,59,16,7,13,12,9,1
13837,187338,29,184,79,62,62,300000,1000,1,1,1,2,8,6,375000.0,29,59.0,61.0,51.0,56.0,30.0,67.0,41,62,61,58,60,53,49,47,39,57,56,62,68,56,62,65,74,68,71,56,56,37,66,60,61,60,22,26,20,12,8,10,11,6,3
13838,187857,29,196,87,62,62,220000,2000,0,1,3,1,8,3,297000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,23,12,16,51,12,21,14,35,43,28,45,44,52,60,58,47,60,42,72,13,23,22,13,46,17,57,18,18,13,58,62,63,61,65,5
13839,187918,29,180,73,62,62,290000,1000,1,1,4,2,8,6,363000.0,11,52.0,50.0,60.0,63.0,48.0,60.0,48,44,43,61,55,60,68,57,63,64,60,46,72,64,69,54,48,68,60,58,52,52,48,69,57,68,54,44,38,6,7,8,15,7,6
13840,187964,30,185,78,62,62,290000,1000,1,1,3,2,2,6,392000.0,29,53.0,60.0,54.0,57.0,41.0,65.0,52,62,64,59,64,56,55,46,47,58,54,52,57,64,57,61,61,59,72,55,56,44,62,56,52,53,29,44,41,12,14,10,14,9,3
13841,189233,30,188,78,62,62,200000,1000,1,1,2,1,8,6,250000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,16,12,12,18,18,16,19,12,21,16,31,32,33,64,60,47,70,39,72,14,35,21,14,40,17,48,18,14,14,59,54,63,59,68,5
13842,189238,29,176,69,62,62,250000,4000,1,1,3,2,2,3,363000.0,29,69.0,47.0,53.0,63.0,57.0,67.0,58,51,49,58,42,61,47,30,49,60,65,73,73,64,75,52,65,70,64,38,71,59,56,48,31,58,52,61,59,15,14,12,10,8,1
13843,189282,29,173,75,62,62,300000,2000,1,1,3,2,2,3,525000.0,29,72.0,59.0,52.0,60.0,36.0,64.0,49,61,57,55,51,57,55,24,48,60,73,71,72,60,72,58,83,74,63,56,49,27,67,58,51,61,44,30,26,6,15,13,13,7,3
13844,189307,29,175,61,62,62,250000,2000,1,1,2,2,1,3,438000.0,29,80.0,47.0,52.0,65.0,55.0,47.0,63,47,38,55,51,64,47,46,48,60,82,78,83,49,85,54,78,73,32,38,45,58,55,41,49,56,55,57,55,13,16,16,7,7,2
13845,189828,30,172,76,62,62,280000,2000,1,1,3,2,0,6,490000.0,29,78.0,51.0,55.0,61.0,60.0,77.0,49,45,54,61,48,53,31,49,56,61,76,80,86,67,91,60,91,90,73,52,67,63,58,58,58,57,57,65,57,10,6,14,8,9,6
13846,190245,30,191,85,62,62,200000,1000,1,1,3,1,8,6,290000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,13,15,15,34,14,14,15,14,33,24,55,51,47,61,34,38,73,34,69,12,31,25,16,20,31,18,10,13,13,65,57,51,61,65,5
13847,190481,31,178,76,62,62,220000,1000,1,1,3,2,2,6,275000.0,19,66.0,47.0,57.0,58.0,57.0,72.0,61,42,57,58,53,56,54,46,62,58,62,69,61,57,66,56,81,82,69,53,63,56,39,51,43,58,56,59,60,9,7,7,14,11,1
13848,190492,28,188,89,62,62,300000,3000,1,1,3,2,0,6,525000.0,1,66.0,52.0,61.0,59.0,59.0,83.0,58,44,53,64,48,60,51,54,63,60,65,67,59,58,39,68,47,82,86,57,85,53,53,59,49,58,63,63,51,12,12,7,9,8,6
13849,191437,33,190,86,62,62,160000,3000,1,1,3,1,8,6,264000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,17,18,13,12,17,16,17,15,14,16,39,37,42,53,45,47,26,39,33,12,38,22,12,59,12,33,19,16,14,61,65,63,63,61,5
13850,191684,30,191,84,62,62,200000,1000,1,1,3,1,8,6,250000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,11,12,11,36,11,14,10,14,32,19,48,40,42,58,52,44,43,30,59,10,36,21,11,28,25,56,15,14,19,65,60,58,60,62,5
13851,192170,33,181,75,62,62,180000,1000,1,1,3,2,6,6,225000.0,29,54.0,52.0,57.0,57.0,63.0,73.0,33,44,56,65,48,52,49,55,67,62,52,55,64,62,67,68,72,71,73,61,76,64,38,62,50,72,67,63,56,3,3,3,3,3,6
13852,192651,28,185,75,62,62,270000,2000,1,1,3,2,5,6,338000.0,29,68.0,37.0,55.0,57.0,60.0,70.0,50,33,60,61,44,55,36,32,62,57,69,68,67,59,59,39,72,64,72,38,73,61,45,57,46,59,58,60,60,8,13,15,7,9,6
13853,193083,30,196,87,62,62,280000,2000,1,1,3,2,6,6,490000.0,20,55.0,55.0,56.0,55.0,60.0,82.0,41,55,63,59,30,56,57,57,60,57,56,54,46,61,48,58,70,83,85,58,75,62,63,63,57,64,59,60,60,13,12,8,14,11,6
13854,193781,30,185,79,62,62,200000,1000,0,1,2,1,8,6,320000.0,22,0.0,0.0,0.0,0.0,0.0,0.0,14,9,11,17,16,13,19,20,15,17,50,49,47,59,54,47,64,30,56,13,21,16,12,34,21,47,18,15,14,62,59,63,62,63,5
13855,193932,28,175,81,62,62,300000,3000,1,1,3,3,7,3,525000.0,24,79.0,55.0,56.0,62.0,42.0,65.0,59,53,31,55,55,61,53,53,53,57,81,78,77,58,82,58,61,62,73,55,52,51,62,59,50,51,35,48,40,7,8,7,6,12,7
13856,193957,27,180,76,62,62,325000,3000,0,1,3,3,8,3,569000.0,29,78.0,58.0,54.0,66.0,59.0,62.0,60,58,52,58,55,65,62,51,56,61,80,76,91,57,74,64,62,66,59,52,65,56,57,40,55,58,62,60,58,6,11,15,8,8,7
13857,196907,31,186,81,62,62,190000,1000,1,1,2,1,8,9,295000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,18,11,11,23,15,10,12,11,21,25,41,40,47,64,30,47,64,34,60,17,32,18,9,12,22,47,21,11,11,60,61,62,63,60,5
13858,197511,35,168,63,62,62,140000,5000,1,1,3,2,7,6,231000.0,29,62.0,58.0,43.0,59.0,27.0,56.0,40,60,66,52,55,54,37,45,31,60,61,62,68,60,76,57,81,32,69,55,45,35,71,41,50,64,20,16,23,12,6,9,15,12,3
13859,197930,28,180,76,62,62,325000,2000,1,1,3,3,8,6,569000.0,29,86.0,54.0,55.0,61.0,33.0,64.0,58,58,62,57,43,59,48,46,49,60,85,86,69,59,71,54,80,70,68,51,44,37,62,58,42,67,25,29,28,10,12,8,8,9,3
13860,198543,29,180,73,62,62,300000,1000,0,1,3,3,0,6,465000.0,28,82.0,57.0,57.0,61.0,36.0,70.0,52,55,58,61,52,60,57,50,55,62,80,84,70,53,63,63,51,70,73,53,65,32,61,56,58,54,30,36,35,7,11,7,8,16,3
13861,198689,26,185,76,62,62,325000,3000,1,1,3,4,8,6,569000.0,29,76.0,58.0,56.0,63.0,36.0,62.0,57,59,40,56,50,64,52,57,54,61,77,76,66,53,68,62,45,71,61,58,55,36,57,56,45,58,20,45,48,11,8,11,12,10,7
13862,198825,27,175,75,62,62,325000,3000,1,1,2,2,1,9,569000.0,29,70.0,59.0,51.0,59.0,40.0,62.0,49,62,63,49,60,56,48,43,44,59,66,74,72,57,72,58,86,64,61,53,55,39,65,62,58,64,44,31,30,11,12,14,15,12,3
13863,199047,30,184,82,62,62,290000,1000,1,1,3,2,2,6,450000.0,22,49.0,62.0,53.0,58.0,28.0,67.0,41,63,65,59,62,56,57,51,45,63,48,49,53,59,52,59,76,66,70,58,60,23,69,59,66,61,24,27,17,6,16,11,10,12,3
13864,199130,33,195,92,62,62,160000,1000,1,1,2,1,8,6,200000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,25,14,14,23,14,14,15,18,21,23,32,30,32,54,45,43,42,43,81,15,13,13,15,23,15,56,24,12,15,60,62,57,60,66,5
13865,199235,33,178,64,62,62,180000,1000,1,1,3,2,6,3,225000.0,29,68.0,62.0,61.0,65.0,56.0,59.0,55,62,52,62,42,61,64,66,62,67,66,70,67,60,87,67,71,54,60,61,61,61,56,61,66,67,55,54,55,10,10,6,15,14,6
13866,199881,29,189,89,62,62,300000,1000,1,1,3,2,2,9,435000.0,29,45.0,62.0,43.0,54.0,29.0,78.0,34,60,65,51,59,53,52,46,33,60,53,39,45,61,41,72,60,62,90,57,73,20,58,41,60,59,28,28,15,15,6,16,9,16,3
13867,199908,27,188,82,62,62,325000,1000,1,1,4,3,8,6,439000.0,28,72.0,53.0,56.0,64.0,55.0,76.0,63,56,59,56,41,65,47,49,47,67,70,74,57,63,54,60,74,70,85,42,59,55,58,59,56,60,50,58,58,12,16,8,14,8,3
13868,200549,32,177,73,62,62,240000,1000,1,1,2,3,7,6,300000.0,29,64.0,60.0,54.0,67.0,51.0,61.0,57,61,58,58,52,66,50,48,52,64,66,62,82,55,67,64,59,72,60,55,48,43,61,50,55,72,48,55,52,8,12,12,8,11,7
13869,201534,29,182,70,62,62,290000,1000,1,1,4,2,8,3,421000.0,10,65.0,53.0,58.0,63.0,50.0,62.0,47,53,46,65,41,61,56,49,61,63,65,65,71,61,70,53,69,69,63,55,48,63,54,57,51,60,46,47,49,16,6,8,10,14,6
13870,201993,28,190,86,62,62,325000,1000,0,1,2,3,8,6,406000.0,29,51.0,65.0,60.0,59.0,32.0,69.0,62,62,59,63,63,58,44,64,54,63,50,51,54,56,60,78,73,57,78,65,61,37,52,61,55,65,24,30,25,11,15,14,11,10,3
13871,202049,30,185,72,62,62,0,0,1,1,4,2,8,6,0.0,0,58.0,40.0,59.0,60.0,60.0,71.0,59,32,54,65,43,58,44,47,62,64,59,57,60,50,67,48,74,75,70,43,66,64,52,54,57,48,55,62,63,11,8,10,16,7,1
13872,202333,29,183,72,62,62,250000,4000,1,1,2,3,0,6,500000.0,29,65.0,59.0,62.0,64.0,59.0,62.0,63,56,49,66,42,64,49,57,60,66,66,64,60,61,63,68,71,51,62,64,72,65,53,60,43,62,58,59,58,12,10,8,6,7,1
13873,202793,28,185,78,62,62,220000,2000,1,1,2,1,8,6,396000.0,22,0.0,0.0,0.0,0.0,0.0,0.0,14,10,11,29,19,11,16,15,32,21,50,51,35,60,45,42,62,45,55,19,23,21,12,55,22,53,11,19,17,61,58,56,63,64,5
13874,203310,26,176,78,62,62,325000,2000,1,1,3,2,2,6,406000.0,29,86.0,61.0,52.0,63.0,35.0,62.0,51,63,56,52,66,61,49,34,50,60,86,86,89,45,73,63,70,64,61,52,59,35,66,61,59,55,30,36,28,13,13,14,14,12,7
13875,203778,32,190,88,62,62,180000,1000,1,1,3,1,8,6,270000.0,22,0.0,0.0,0.0,0.0,0.0,0.0,17,13,18,32,9,17,10,14,33,19,48,53,27,54,35,45,63,41,68,15,32,22,13,37,17,42,12,17,9,63,57,60,64,62,5
13876,204642,30,188,84,62,62,0,0,1,1,3,2,6,6,0.0,0,62.0,22.0,38.0,51.0,63.0,63.0,28,15,61,51,25,47,22,24,44,59,63,62,47,49,58,36,71,54,73,17,46,62,27,30,37,43,62,64,62,8,13,12,7,12,0
13877,205091,30,185,78,62,62,240000,2000,1,1,3,2,8,6,300000.0,29,73.0,57.0,57.0,56.0,60.0,68.0,57,59,64,62,37,52,34,40,60,58,69,77,64,56,62,66,75,64,71,55,63,61,58,58,34,55,58,60,58,12,14,12,12,6,1
13878,208056,28,175,72,62,62,300000,2000,1,1,3,2,8,6,375000.0,22,74.0,61.0,58.0,60.0,32.0,49.0,57,61,55,62,59,59,46,44,54,58,70,77,67,57,77,63,59,55,51,61,33,32,62,62,63,57,45,18,16,15,14,16,9,13,6
13879,208474,30,187,80,62,62,250000,2000,1,1,2,2,5,3,338000.0,29,50.0,37.0,53.0,52.0,63.0,64.0,41,33,56,64,29,48,36,37,52,54,41,57,55,60,56,48,63,63,66,35,61,62,38,57,45,44,65,64,63,6,6,16,7,15,6
13880,208577,28,182,74,62,62,300000,1000,1,1,4,3,8,6,375000.0,29,63.0,58.0,60.0,65.0,43.0,64.0,58,58,44,63,55,63,67,57,53,64,71,57,77,54,68,63,70,75,59,54,62,42,61,63,49,68,44,42,48,9,15,6,8,13,4
13881,209169,30,183,81,62,62,250000,4000,0,1,3,2,8,6,413000.0,9,38.0,24.0,45.0,50.0,58.0,78.0,48,18,60,55,28,47,30,28,42,53,40,37,58,55,50,34,79,73,85,24,64,56,28,34,33,50,58,60,55,13,7,11,14,6,0
13882,209254,29,176,77,62,62,300000,3000,1,1,4,2,0,3,525000.0,20,82.0,55.0,56.0,64.0,53.0,61.0,61,51,41,56,47,62,58,57,45,60,83,81,83,56,75,68,34,77,59,57,55,57,49,57,45,53,53,54,53,8,6,7,13,13,7
13883,209277,34,190,80,62,62,110000,3000,1,1,2,2,3,6,193000.0,2,30.0,32.0,43.0,39.0,61.0,73.0,36,30,64,49,25,37,33,29,50,42,31,29,29,60,47,45,44,63,82,26,70,59,25,38,38,56,61,62,61,14,8,8,14,10,0
13884,209535,34,184,75,62,62,110000,2000,1,1,2,2,5,6,193000.0,29,44.0,37.0,41.0,44.0,60.0,73.0,31,38,63,51,31,40,33,30,45,44,52,38,49,57,55,42,72,69,75,35,73,58,25,37,39,56,60,61,60,15,7,15,11,12,0
13885,210806,31,174,66,62,62,220000,2000,0,1,3,2,0,3,363000.0,8,72.0,49.0,59.0,59.0,55.0,73.0,61,46,43,61,41,55,51,43,59,58,73,72,73,61,66,61,76,79,70,44,72,59,52,59,50,62,55,56,58,9,11,8,16,7,1
13886,211237,27,182,70,62,62,325000,2000,1,1,3,3,8,3,471000.0,29,68.0,61.0,56.0,62.0,27.0,58.0,55,66,60,60,46,62,43,37,58,63,66,70,63,55,66,59,68,64,60,56,45,20,56,56,61,57,26,25,20,14,14,11,9,15,7
13887,211814,31,179,78,62,62,220000,1000,1,1,3,2,8,6,319000.0,29,64.0,33.0,51.0,59.0,62.0,66.0,55,28,51,57,21,54,35,29,53,61,62,65,70,58,70,48,77,66,65,31,64,60,43,42,36,61,65,64,64,15,7,11,11,12,1
13888,211888,28,180,72,62,62,300000,1000,1,1,3,2,0,6,435000.0,13,78.0,49.0,56.0,59.0,53.0,67.0,63,47,44,61,46,55,49,34,49,60,78,78,67,61,68,62,55,87,60,38,64,57,57,51,52,46,59,51,39,11,8,7,13,15,7
13889,212175,29,186,81,62,62,220000,2000,1,1,3,1,8,6,385000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,13,19,20,30,18,8,9,7,21,18,43,42,30,62,60,47,57,37,58,9,22,17,15,50,26,43,16,18,13,63,58,63,59,64,5
